formula,A,B1,B2,X,tolerance_factor,Eg,irA,rsA,rpA,rdA,XcA,eaA,ipA,hoalA,lualA,irB1,rsB1,rpB1,rdB1,XcB1,eaB1,ipB1,hoalB1,lualB1,irB2,rsB2,rpB2,rdB2,XcB2,eaB2,ipB2,hoalB2,lualB2,irX,rsX,rpX,rdX,XcX,eaX,ipX,hoalX,lualX
Cs2RhTlCl6,Cs,Tl,Rh,Cl,0.851991518,1.387096,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.665,1.364,0.496,0.589,2.28,109.7,31.06,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2RhTlI6,Cs,Tl,Rh,I,0.835625103,1.053825,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.665,1.364,0.496,0.589,2.28,109.7,31.06,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2RhTlBr6,Cs,Tl,Rh,Br,0.845226472,1.152501,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.665,1.364,0.496,0.589,2.28,109.7,31.06,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SbTlCl6,Cs,Tl,Sb,Cl,0.838978785,1.41519,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.76,0.969,1.193,0.44,2.05,103.2,25.3,11,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SbTlI6,Cs,Tl,Sb,I,0.824284476,0.739684,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.76,0.969,1.193,0.44,2.05,103.2,25.3,11,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SbTlBr6,Cs,Tl,Sb,Br,0.832911055,0.905224,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.76,0.969,1.193,0.44,2.05,103.2,25.3,11,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ScTlCl6,Cs,Tl,Sc,Cl,0.841006937,3.299663,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.745,1.57,0.5,0.539,1.36,18.1,24.75666,7,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ScTlI6,Cs,Tl,Sc,I,0.826054593,2.303389,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.745,1.57,0.5,0.539,1.36,18.1,24.75666,7,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ScTlBr6,Cs,Tl,Sc,Br,0.83483168,2.755112,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.745,1.57,0.5,0.539,1.36,18.1,24.75666,7,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2YTlCl6,Cs,Tl,Y,Cl,0.820510699,4.044478,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.9,1.693,0.646,0.865,1.22,29.6,20.52,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2YTlI6,Cs,Tl,Y,I,0.808122036,2.933384,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.9,1.693,0.646,0.865,1.22,29.6,20.52,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2YTlBr6,Cs,Tl,Y,Br,0.815402414,3.452942,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.84,1.06,1.319,0.584,1.62,9.2,6.1082,15,16,0.9,1.693,0.646,0.865,1.22,29.6,20.52,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaBaCl6,Cs,Ba,Ca,Cl,0.8741119,5.052152,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaBaI6,Cs,Ba,Ca,I,0.854813531,3.667143,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaBaBr6,Cs,Ba,Ca,Br,0.866121225,4.283596,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CdBaCl6,Cs,Ba,Cd,Cl,0.830963065,4.336226,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CdBaI6,Cs,Ba,Cd,I,0.817279226,2.314439,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CdBaBr6,Cs,Ba,Cd,Br,0.825316122,3.384686,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2FeBaCl6,Cs,Ba,Fe,Cl,0.907556182,0.76758,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.78,1.227,0.373,0.365,1.83,15.7,16.18,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2FeBaBr6,Cs,Ba,Fe,Br,0.897616542,0.58237,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.78,1.227,0.373,0.365,1.83,15.7,16.18,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2BaHgCl6,Cs,Ba,Hg,Cl,0.85408315,2.904776,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2BaHgI6,Cs,Ba,Hg,I,0.837444316,1.405218,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.14,1.126,0.494,0.607,2,0,18.759,15,14,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2BaHgBr6,Cs,Ba,Hg,Br,0.847204381,2.230648,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeBaCl6,Cs,Ba,Ge,Cl,0.915517201,3.653177,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeBaI6,Cs,Ba,Ge,I,0.890430761,2.755305,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeBaBr6,Cs,Ba,Ge,Br,0.90509668,3.172842,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgBaCl6,Cs,Ba,Mg,Cl,0.917126194,5.092159,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgBaI6,Cs,Ba,Mg,I,0.891807007,3.289571,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.72,1.279,0.247,0,1.31,0,15.035,5,4,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgBaBr6,Cs,Ba,Mg,Br,0.906607693,4.181654,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2BaPbCl6,Cs,Ba,Pb,Cl,0.847150657,4.098637,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2BaPbI6,Cs,Ba,Pb,I,0.831410855,3.170683,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2BaPbBr6,Cs,Ba,Pb,Br,0.840647071,3.6435,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2BaPtCl6,Cs,Ba,Pt,Cl,0.941958131,1.256715,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrBaCl6,Cs,Ba,Sr,Cl,0.848528137,4.929913,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrBaI6,Cs,Ba,Sr,I,0.832610582,3.630489,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrBaBr6,Cs,Ba,Sr,Br,0.8419504,4.204065,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnBaCl6,Cs,Ba,Zn,Cl,0.913913843,4.483165,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnBaI6,Cs,Ba,Zn,I,0.889058757,2.005607,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnBaBr6,Cs,Ba,Zn,Br,0.903590695,3.24492,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaBaCl6,Cs,Ca,Ba,Cl,0.8741119,5.052152,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaBaI6,Cs,Ca,Ba,I,0.854813531,3.667143,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaBaBr6,Cs,Ca,Ba,Br,0.866121225,4.283596,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaCdCl6,Cs,Ca,Cd,Cl,0.880008102,3.968233,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaCdI6,Cs,Ca,Cd,I,0.85990929,1.650828,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaCdBr6,Cs,Ca,Cd,Br,0.871682196,2.801395,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaHgCl6,Cs,Ca,Hg,Cl,0.905980563,2.630448,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaHgI6,Cs,Ca,Hg,I,0.882261672,0.761298,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.14,1.126,0.494,0.607,2,0,18.759,15,14,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaHgBr6,Cs,Ca,Hg,Br,0.896135327,1.810715,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaGeCl6,Cs,Ca,Ge,Cl,0.97541085,3.778029,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaGeI6,Cs,Ca,Ge,I,0.941271017,2.527974,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaGeBr6,Cs,Ca,Ge,Br,0.961164616,3.222951,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgCaCl6,Cs,Ca,Mg,Cl,0.977237462,5.281178,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgCaI6,Cs,Ca,Mg,I,0.942809042,2.65333,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.72,1.279,0.247,0,1.31,0,15.035,5,4,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgCaBr6,Cs,Ca,Mg,Br,0.962868808,4.040039,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaPbCl6,Cs,Ca,Pb,Cl,0.898183829,4.34204,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaPbI6,Cs,Ca,Pb,I,0.875567729,2.952687,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaPbBr6,Cs,Ca,Pb,Br,0.888801977,3.745985,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaPtCl6,Cs,Ca,Pt,Cl,1.005481319,1.288322,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaSrCl6,Cs,Ca,Sr,Cl,0.899732422,5.252909,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaSrI6,Cs,Ca,Sr,I,0.876898379,3.759088,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaSrBr6,Cs,Ca,Sr,Br,0.890259029,4.399875,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaZnCl6,Cs,Ca,Zn,Cl,0.973591053,3.928986,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaZnI6,Cs,Ca,Zn,I,0.939738002,1.309455,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaZnBr6,Cs,Ca,Zn,Br,0.959466445,2.587727,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1,1.69,0.539,0,1,2.37,11.871,7,6,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CdBaCl6,Cs,Cd,Ba,Cl,0.830963065,4.336226,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CdBaI6,Cs,Cd,Ba,I,0.817279226,2.314439,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CdBaBr6,Cs,Cd,Ba,Br,0.825316122,3.384686,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaCdCl6,Cs,Cd,Ca,Cl,0.880008102,3.968233,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaCdI6,Cs,Cd,Ca,I,0.85990929,1.650828,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaCdBr6,Cs,Cd,Ca,Br,0.871682196,2.801395,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeCdCl6,Cs,Cd,Ge,Cl,0.921987287,1.779188,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeCdI6,Cs,Cd,Ge,I,0.895961387,0.632985,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeCdBr6,Cs,Cd,Ge,Br,0.911171154,1.190069,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgCdCl6,Cs,Cd,Mg,Cl,0.923619123,2.757184,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
